record_id,timestamp,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,1y average s1,1y average s2,1y average,2y average s1,2y average s2,2y average,3y average s1,3y average s2,3y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,3y data mining,3y operations research,3y stochastic,3y software engineering,3y networks and protocols,3y mobile development,3y entrepreneurship and innovation,3y machine learning,3y numerical methods and optimisation,3y time series,3y advanced databases,3y computer and network security,4 forth,how do others feedbacks influence you,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
136,2025/01/12 8:15:10 PM GMT+1,Male,Thirs year,Science,10-17,In your room (dorms),In peer,Lectures;Mind mapping and visualization,YouTube videos;Resources provided by teachers (slides),No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,The exaggerated amount of tasks given by teachers,4,Yes,5,5,Positively,5-7 hours,5,8,8,8,8,14.0,14.0,14.0,14.0,14.0,14.0,,,,Moderate,Very High,,,,,High,,,,,,Very High,,High,,,,,High,Very High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2025/01/08 7:15:11 PM GMT+1,Female,Fourth year,Technical maths,More than 41,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online documents,Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,,2,No,3,4,You do not care about,5-7 hours,3,7,6,7,9,14.0,14.0,14.0,13.0,11.0,12.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2025/01/08 6:21:53 PM GMT+1,Male,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books,No,Private life problems,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Not having a good (powerful) computer,Teaching language,,3,Yes,3,4,You do not care about,5-7 hours,2,9,8,7,7,14.0,14.0,14.0,14.0,11.0,13.0,,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2025/01/08 8:25:05 PM GMT+1,Male,Fourth year,Mathematics,10-17,In the school's library,In peer,Project-based learning;Interactive workshops,Books;Online tutorials,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Bad quality of internet,Teaching language,,2,Yes,4,4,You do not care about,8 hours or more,2,9,9,9,7,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2025/01/08 6:09:26 PM GMT+1,Female,Second year,Mathematics,10-17,In the school's library,Alone,Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,Bad quality of internet,,3,No,3,4,You do not care about,5-7 hours,2,7,6,6,6,15.0,13.0,14.0,,,,,,,Moderate,Moderate,High,High,High,High,,High,Low,High,High,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Male,Second year,Science,26-33,In the school's library,Alone,"Learning by practicing, Interactive workshops","Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,,2,Yes,3,4,,5-7 hours,3,9,8,8,6,15.0,13.0,14.0,,,,,,,,,,,,High,High,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private life problems,Positively,Very High,High,Very High,High,High,High,High,High,High,,,,,,,,,,,,,
142,2025/01/09 7:42:31 PM GMT+1,Male,Second year,Mathematics,10-17,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,No,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,"Not having a place to study at , I prefer studying in the school's library,  but its full for most of the time and even if I find a place , the library is freezing cold , I cant stay there after 7pm, ive been facing the coldness issue since last year",2,No,3,5,Positively,5-7 hours,4,9,8,9,8,15.0,13.0,14.0,,,,,,,High,High,High,High,Very High,High,High,High,Moderate,Moderate,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2025/01/08 7:16:29 PM GMT+1,Male,Thirs year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning;Mind mapping and visualization,Books;YouTube videos,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,أيها الڨرڨور,3,No,5,5,You do not care about,8 hours or more,5,4,8,8,9,15.0,13.0,14.0,13.0,12.0,13.0,,,,High,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Very High,High,High,High,Moderate,High,Moderate,Moderate,High,Very Low,Moderate,High,Moderate,High,Moderate,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Female,Second year,Science,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,,3,Yes,4,5,,5-7 hours,3,9,9,9,7,15.0,13.0,14.0,,,,,,,,,,,,High,High,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,Very High,High,Very High,High,High,High,High,Very High,Moderate,,,,,,,,,,,,,
145,2025/01/08 6:15:12 PM GMT+1,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,"Books;YouTube videos;chatgpt, course slides",No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,,4,Yes,4,4,You do not care about,8 hours or more,1,6,5,5,5,15.0,13.0,14.0,,,,,,,Moderate,High,High,High,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,Female,Second year,Mathematics,26-33,At home,Alone,"Lectures, Online courses and tutorials","Books, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,,Private life problems,Lack of time,Lack of time,Pressure,,3,Yes,5,5,,5-7 hours,3,7,8,8,8,15.0,13.0,14.0,,,,,,,,,,,,Very High,High,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,High,High,Very High,High,High,High,High,High,High,,,,,,,,,,,,,
147,2025/01/08 6:08:41 PM GMT+1,Male,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Not having a good (powerful) computer,Teaching language,,3,No,4,5,Positively,5-7 hours,3,8,7,7,9,15.0,14.0,14.0,,,,,,,Very High,High,Moderate,High,Very High,High,High,High,Moderate,High,Very High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2025/01/25 8:31:00 PM GMT+1,Female,Second year,Technical maths,18-25,At home,Alone,Learning by practicing;Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,1,No,5,2,You do not care about,5-7 hours,2,5,5,4,3,15.0,14.0,14.0,,,,,,,Moderate,Moderate,High,High,High,High,Moderate,High,Moderate,Moderate,Moderate,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2025/01/08 6:51:15 PM GMT+1,Male,Thirs year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,,3,Yes,3,4,You do not care about,8 hours or more,3,7,7,7,8,15.0,14.0,14.0,13.0,13.0,13.0,,,,High,Moderate,,,High,Moderate,High,,Moderate,High,High,High,High,High,High,High,Moderate,High,Moderate,Moderate,High,High,High,High,Very High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,Male,Second year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials",YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,4,,5-7 hours,3,6,8,5,4,15.0,14.0,14.0,,,,,,,,,,,,Very High,High,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,Very High,High,Very High,High,High,High,Very High,Very High,High,,,,,,,,,,,,,
151,,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,,2,Yes,4,4,,5-7 hours,4,7,9,7,8,15.0,14.0,14.0,,,,,,,,,,,,Very High,High,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,Negatively,High,High,Very High,High,High,Very High,High,Very High,High,,,,,,,,,,,,,
152,,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Teaching language,,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,,2,No,3,3,,5-7 hours,4,4,4,6,5,15.0,14.0,14.0,,,,,,,,,,,,Very High,High,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Negatively,High,High,Very High,High,High,High,Very High,Very High,High,,,,,,,,,,,,,
153,2025/01/09 11:32:06 AM GMT+1,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Private life problems,,3,Yes,4,4,You do not care about,5-7 hours,3,9,7,6,7,15.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,Male,Second year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Lack of time,,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,,2,No,2,3,,5-7 hours,3,7,4,4,8,16.0,13.0,14.0,,,,,,,,,,,,High,High,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private life problems,Positively,High,Very High,Very High,Very High,Moderate,High,Very High,High,Moderate,,,,,,,,,,,,,
155,,Female,Second year,Science,18-25,In your room (dorms),Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,,4,Yes,4,5,,5-7 hours,3,7,6,6,6,16.0,13.0,14.0,,,,,,,,,,,,Very High,Moderate,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private life problems,Positively,High,Very High,Very High,Very High,High,High,Very High,Very High,Moderate,,,,,,,,,,,,,
156,2025/01/08 8:32:41 PM GMT+1,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Pressure,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,,4,Yes,4,4,Positively,5-7 hours,5,6,9,8,9,14.0,16.0,15.0,,,,,,,Moderate,High,Moderate,Moderate,Low,Low,High,Moderate,High,High,High,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,Female,Second year,Technical maths,More than 41 hours,In the school's library,In peer,"Lectures, Learning by practicing",YouTube videos,No,Lack of previous knowledge or experience in the field,Pressure,Teachers' teaching method,,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,2,No,2,2,,4 hours or less,1,6,7,3,9,15.0,14.0,15.0,,,,,,,,,,,,High,High,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,High,High,Very High,High,High,High,Very High,High,High,,,,,,,,,,,,,
158,2025/01/08 9:00:14 PM GMT+1,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Books;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,,2,Yes,4,4,You do not care about,4 hours or less,5,7,9,8,7,15.0,14.0,15.0,,,,,,,High,Very High,High,High,High,High,High,Very High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",No,Private life problems,Lack of time,Teachers' teaching method,,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,,2,Yes,4,3,,8 hours or more,3,7,7,7,7,15.0,14.0,15.0,,,,,,,,,,,,High,High,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,High,High,Very High,Very High,High,High,Very High,Very High,High,,,,,,,,,,,,,
160,2025/01/08 6:15:52 PM GMT+1,Male,Thirs year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3,Yes,4,4,You do not care about,5-7 hours,5,8,8,8,7,15.0,15.0,15.0,13.0,13.0,13.0,,,,High,High,,,High,High,High,,High,High,Moderate,,High,Moderate,High,Moderate,Low,Very High,Moderate,High,High,Moderate,Moderate,High,Very High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2025/01/08 6:48:28 PM GMT+1,Male,Second year,Technical maths,26-33,In your room (dorms),Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,,3,Yes,4,5,You do not care about,5-7 hours,4,7,8,8,8,15.0,15.0,15.0,,,,,,,High,Moderate,Very High,Moderate,High,High,High,High,High,Very High,Moderate,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2025/01/08 6:15:54 PM GMT+1,Male,Thirs year,Mathematics,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Lectures,No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Teachers' teaching method,"Neighbors and non sense discussions ,games",3,Yes,4,4,Negatively,5-7 hours,4,6,8,8,9,15.0,15.0,15.0,14.0,14.0,14.0,,,,Very High,Very High,,,High,High,High,,High,Very High,Moderate,,High,Moderate,High,Moderate,Moderate,High,Moderate,Very High,High,Moderate,High,Moderate,High,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,Male,Second year,Mathematics,18-25,In the school's library,Alone,"Project-based learning, Online courses and tutorials",YouTube videos,No,Teachers' teaching method,Bad quality of internet,Lack of time,,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,,2,No,3,3,,5-7 hours,1,2,6,4,5,15.0,15.0,15.0,,,,,,,,,,,,High,Very High,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,Very High,High,Very High,High,High,High,Very High,Very High,High,,,,,,,,,,,,,
164,2025/01/10 11:15:39 PM GMT+1,Female,Second year,Mathematics,10-17,In the school's library,In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teaching language,,3,Yes,4,4,You do not care about,8 hours or more,2,3,5,5,7,15.0,15.0,15.0,,,,,,,Moderate,High,Very High,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2025/01/09 12:27:14 AM GMT+1,Female,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,,3,No,4,4,Negatively,8 hours or more,4,9,7,7,6,15.0,15.0,15.0,,,,,,,High,High,High,Very High,Very High,High,High,Very High,Moderate,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2025/01/11 3:28:19 PM GMT+1,Male,Second year,Technical maths,More than 41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,,3,Yes,4,5,Positively,5-7 hours,3,9,9,8,7,15.0,15.0,15.0,,,,,,,High,High,Very High,High,High,High,High,High,Moderate,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2025/01/08 6:12:39 PM GMT+1,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي ,3,No,3,3,You do not care about,5-7 hours,5,7,6,6,7,15.0,15.0,15.0,12.0,11.0,10.0,,,,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
